dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code,file_name,ingest_timestamp
2025-08-01,2025-08-01 05:40:53,CUST000000277158,644320,1,2000000090221,1,INR,2774,4%,322,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:25:47,CUST000000142690,644321,1,2000000020020,1,INR,2021,13%,212,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:25:47,CUST000000142690,644321,2,2000000198552,1,INR,16700,4%,1931,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:25:47,CUST000000142690,644321,3,2000000412849,1,INR,1142,10%,185,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:30:28,CUST000000224601,644322,1,2000000027241,1,INR,298,0%,36,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:30:28,CUST000000224601,644322,2,2000000131290,Two,INR,110521,4%,25444,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:02:01,CUST000000228333,644323,1,2000000291338,1,GBP,30,20%,3,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:02:01,CUST000000228333,644323,2,2000000130804,Two,GBP,6,7%,2,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:26:04,CUST000000221410,644324,1,2000000358741,3,SGD,52,9%,26,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:26:04,CUST000000221410,644324,2,2000000268842,Two,SGD,851,10%,184,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:26:04,CUST000000221410,644324,3,2000000315478,Two,SGD,11,16%,4,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:26:04,CUST000000221410,644324,4,2000000112626,Two,SGD,18,5%,5,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:22:14,CUST000000073702,644325,1,2000000079493,Two,CAD,74,0%,18,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:47:28,CUST000000175846,644326,1,2000000215525,1,USD,$4,12%,1,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 03:41:47,CUST000000079702,644327,1,2000000473727,Two,USD,$7,9%,2,app,NEW10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:10:48,CUST000000254685,644328,1,2000000255743,Two,INR,1975,7%,663,web,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:59:58,CUST000000077075,644329,1,2000000418728,1,INR,1910,9%,87,web,SAVE50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:20:40,CUST000000153724,644330,1,2000000400778,3,AED,59,0%,33,web,SAVE50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 03:55:06,CUST000000075235,644331,1,2000000439785,1,GBP,1,8%,1,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:51:36,CUST000000234833,644332,1,2000000005409,1,INR,5912,3%,1028,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:51:36,CUST000000234833,644332,2,2000000012070,Two,INR,3989,8%,367,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 07:49:20,CUST000000210828,644333,1,2000000346014,1,AED,46,9%,6,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 07:49:20,CUST000000210828,644333,2,2000000290508,1,AED,44,4%,6,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 07:49:20,CUST000000210828,644333,3,2000000113937,1,AED,317,7%,36,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 07:49:20,CUST000000210828,644333,4,2000000227108,Two,AED,166,9%,16,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 07:49:20,CUST000000210828,644333,5,2000000300078,1,AED,192,9%,32,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:38:06,CUST000000124532,644334,1,2000000018843,3,INR,4940,20%,1420,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 15:25:40,CUST000000019267,644335,1,2000000383828,1,INR,10559,33%,357,web,NEW10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:22:07,CUST000000085474,644336,1,2000000498843,1,INR,6285,0%,1132,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:16:18,CUST000000255722,644337,1,2000000063010,1,INR,1001,0%,181,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 18:39:12,CUST000000180939,644338,1,2000000043401,1,INR,7246,0%,363,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 18:39:12,CUST000000180939,644338,2,2000000423999,1,INR,4976,6%,560,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 18:39:12,CUST000000180939,644338,3,2000000465999,Two,INR,380,2%,90,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 18:39:12,CUST000000180939,644338,4,2000000188515,1,INR,5511,12%,583,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 18:39:12,CUST000000180939,644338,5,2000000326078,1,INR,30138,22%,4257,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 06:26:45,CUST000000134496,644339,1,2000000056197,Two,USD,$106,14%,10,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 06:26:45,CUST000000134496,644339,2,2000000435282,1,USD,$40,0%,3,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:56:51,CUST000000027251,644340,1,2000000187655,1,INR,2407,0%,121,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 14:45:17,CUST000000299494,644341,1,2000000281896,Two,INR,2276,8%,502,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:17:53,CUST000000158208,644342,1,2000000007793,1,CAD,612,13%,27,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:55:45,CUST000000066219,644343,1,2000000091037,1,INR,4325,10%,470,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:55:45,CUST000000066219,644343,2,2000000001623,1,INR,805,0%,41,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:55:45,CUST000000066219,644343,3,2000000041643,1,INR,16278,5%,2779,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:55:45,CUST000000066219,644343,4,2000000031651,1,INR,3232,19%,313,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:55:45,CUST000000066219,644343,5,2000000411729,1,INR,7148,8%,793,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 11:59:19,CUST000000122702,644344,1,2000000448336,1,INR,904,15%,93,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:14:37,CUST000000093916,644345,1,2000000276670,1,AED,216,8%,36,web,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:14:37,CUST000000093916,644345,2,2000000077239,1,AED,95,2%,5,web,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:31:52,CUST000000070409,644346,1,2000000098593,1,SGD,78,7%,9,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 18:40:44,CUST000000148165,644347,1,2000000324500,1,USD,$123,8%,14,app,SAVE50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 18:40:44,CUST000000148165,644347,2,2000000048147,Two,USD,$19,4%,5,app,SAVE50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 00:19:48,CUST000000291430,644348,1,2000000353432,1,INR,911,15%,140,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 00:19:48,CUST000000291430,644348,2,2000000312316,Two,INR,3216,17%,268,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:51:19,CUST000000237218,644349,1,2000000409733,Two,USD,$876,0%,88,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:51:19,CUST000000237218,644349,2,2000000129570,1,USD,$3,19%,1,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:15:00,CUST000000092373,644350,1,2000000054476,1,INR,4550,10%,489,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:11:56,CUST000000115026,644351,1,2000000198682,1,SGD,85,1%,11,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 12:08:26,CUST000000239242,644352,1,2000000009353,1,INR,1188,14%,123,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 12:08:26,CUST000000239242,644352,2,2000000292427,3,INR,34701,0%,5206,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:04:56,CUST000000017599,644353,1,2000000316833,1,CAD,50,11%,3,app,NEW10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:04:56,CUST000000017599,644353,2,2000000143811,Two,CAD,156,5%,54,app,NEW10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 00:02:34,CUST000000102318,644354,1,2000000256382,1,AED,13,15%,2,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 00:02:34,CUST000000102318,644354,2,2000000450278,Two,AED,42,0%,11,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 00:02:34,CUST000000102318,644354,3,2000000345468,1,AED,158,11%,17,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:21:04,CUST000000271015,644355,1,2000000026817,1,GBP,39,12%,2,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:21:04,CUST000000271015,644355,2,2000000278537,3,GBP,6,7%,3,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:21:04,CUST000000271015,644355,3,2000000028668,1,GBP,275,4%,48,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:21:04,CUST000000271015,644355,4,2000000246208,1,GBP,20,12%,3,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:22:54,CUST000000021089,644356,1,2000000233482,1,INR,55601,14%,5723,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:22:54,CUST000000021089,644356,2,2000000484532,Two,INR,1494,14%,308,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 10:03:51,CUST000000177450,644357,1,2000000463605,1,INR,109397,11%,17612,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 15:57:50,CUST000000112261,644358,1,2000000033020,1,AUD,293,11%,13,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 10:28:21,CUST000000199012,644359,1,2000000423647,1,AED,59,0%,8,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 10:28:21,CUST000000199012,644359,2,2000000460758,1,AED,113,7%,13,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 08:26:21,CUST000000080664,644360,1,2000000272627,1,INR,14580,7%,1625,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:56:48,CUST000000177769,644361,1,2000000163123,1,GBP,44,0%,6,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 20:17:12,CUST000000148599,644362,1,2000000382050,1,INR,1243,12%,55,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 20:17:12,CUST000000148599,644362,2,2000000223964,Two,INR,4727,19%,1386,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 10:51:01,CUST000000068913,644363,1,2000000379159,1,INR,2288,0%,275,web,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:42:26,CUST000000294323,644364,1,2000000134598,1,SGD,206,17%,9,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:42:26,CUST000000294323,644364,2,2000000131375,1,SGD,12,11%,2,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 00:35:32,CUST000000093298,644365,1,2000000373737,1,INR,27718,15%,1184,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:58:17,CUST000000163887,644366,1,2000000351506,1,USD,$5,9%,1,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:58:17,CUST000000163887,644366,2,2000000265827,3,USD,$116,10%,57,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 11:40:27,CUST000000126581,644367,1,2000000317076,1,INR,87074,1%,15466,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 11:40:27,CUST000000126581,644367,2,2000000090689,1,INR,799,0%,96,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 11:40:27,CUST000000126581,644367,3,2000000147253,1,INR,166,10%,8,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:45:42,CUST000000056518,644368,1,2000000191669,1,INR,13848,8%,1528,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:04:52,CUST000000273682,644369,1,2000000018607,1,INR,2245,0%,270,web,SAVE50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 07:15:57,CUST000000212120,644370,1,2000000306841,1,INR,55397,18%,5448,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:35:49,CUST000000113288,644371,1,2000000135526,Two,INR,1451,10%,131,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:35:49,CUST000000113288,644371,2,2000000243153,4,INR,1034,9%,453,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 14:18:25,CUST000000135261,644372,1,2000000028392,1,GBP,10,13%,2,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:50:48,CUST000000248165,644373,1,2000000256825,3,USD,$44,4%,16,web,SAVE50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:18:22,CUST000000171666,644374,1,2000000464855,1,USD,$206,15%,9,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:18:22,CUST000000171666,644374,2,2000000072999,3,USD,$312,15%,40,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:18:22,CUST000000171666,644374,3,2000000091211,Two,USD,$6,10%,2,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:18:22,CUST000000171666,644374,4,2000000494067,1,USD,$1,4%,1,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:54:52,CUST000000188658,644375,1,2000000200743,Two,INR,860,8%,80,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:54:52,CUST000000188658,644375,2,2000000132228,1,INR,1508,0%,272,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:29:13,CUST000000165001,644376,1,2000000346588,1,INR,2468,17%,247,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:29:13,CUST000000165001,644376,2,2000000174006,1,INR,13176,5%,1509,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:29:13,CUST000000165001,644376,3,2000000127835,Two,INR,87578,8%,28965,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:29:13,CUST000000165001,644376,4,2000000116327,1,INR,2491,5%,426,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 20:33:41,CUST000000085869,644377,1,2000000089096,1,GBP,6,5%,1,web,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 20:33:41,CUST000000085869,644377,2,2000000399157,1,GBP,21,13%,1,web,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 20:33:41,CUST000000085869,644377,3,2000000485898,Two,GBP,415,0%,42,web,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 12:46:02,CUST000000275372,644378,1,2000000092898,1,INR,16249,12%,717,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 10:10:23,CUST000000160475,644379,1,2000000155418,1,INR,26750,0%,1338,web,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 10:10:23,CUST000000160475,644379,2,2000000161426,1,INR,387,0%,70,web,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 10:10:23,CUST000000160475,644379,3,2000000085746,1,INR,1491,0%,180,web,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:41:09,CUST000000289185,644380,1,2000000116143,Two,CAD,19,15%,2,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:41:09,CUST000000289185,644380,2,2000000192703,1,CAD,18,19%,2,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:41:09,CUST000000289185,644380,3,2000000194271,Two,CAD,75,8%,26,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:41:09,CUST000000289185,644380,4,2000000028125,1,CAD,51,27%,5,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:28:14,CUST000000293330,644381,1,2000000392707,1,SGD,52,0%,3,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
