product_id,sku,category_code,brand_code,color,size,material,weight_grams,length_cm,width_cm,height_cm,rating_count,file_name,ingest_timestamp
2000000021171,BLIN-BKS-001MT,BKS,BLIN,null,One-Size,Aluminum,189,22.9,15.4,3.3,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021188,RDMR-BKS-001MU,BKS,RDMR,null,One-Size,Paper,235,30.1,2,13.6,20,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021195,CBLT-APP-001MV,APP,CBLT,Beige,One-Size,Polyester,179,14.8,15.2,9.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021201,PRLV-HNK-001MW,HNK,PRLV,Navy,One-Size,Leather,103,25.4,12.3,12.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021218,URTL-APP-001MX,APP,URTL,White,XS,Polyester,245,23.7,10.4,9.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021225,DLHV-GRC-001MY,GRCY,DLHV,Black,One-Size,Paper,186,39.5,11.4,8.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021232,ARFT-SPT-001MZ,SPT,ARFT,Beige,XXL,Polyester,122,35.6,6.8,5.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021249,ABLF-APP-001N0,APP,ABLF,Yellow,XXL,Wood,897,10.4,11.5,9,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021256,NOVW-CE-001N1,CE,NOVW,Blue,One-Size,Polyester,221,22,17,5.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021263,QLHS-BKS-001N2,BKS,QLHS,null,One-Size,Cotton,233,9.8,6.8,10.2,14,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021270,CKMT-HNK-001N3,HNK,CKMT,Pink,One-Size,Paper,612,14.6,10,7.6,12,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021287,CBLT-APP-001N4,APP,CBLT,Silver,XXL,Polyester,523,27.1,9.8,7.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021294,GLOW-BPC-001N5,BPC,GLOW,Pink,One-Size,Leather,645,22.9,9.8,11.8,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021300,URTL-APP-001N6,APP,URTL,Gray,XL,Aluminum,87,13.1,12.1,1,12,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021317,CKMT-HNK-001N7,HNK,CKMT,Pink,One-Size,Plastic,402,16.6,7.9,4.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021324,NOVW-CE-001N8,CE,NOVW,Pink,One-Size,Plastic,80,20.5,11.8,8.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021331,SLKE-BPC-001N9,BPC,SLKE,Navy,One-Size,Cotton,361,29.2,13.4,10.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021348,PLCB-TOY-001NA,TOY,PLCB,Pink,One-Size,Plastic,1140,21.1,2,7.2,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021355,ZNTH-CE-001NB,CE,ZNTH,Purple,One-Size,Leather,220,17.1,12.4,12.4,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021362,STAC-BKS-001NC,BKS,STAC,null,One-Size,Glass,61,14.4,14.2,9.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021379,BYTM-CE-001ND,CE,BYTM,Beige,One-Size,Polyester,523,10.4,20.9,13.1,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021386,BYTM-CE-001NE,CE,BYTM,Black,One-Size,Aluminum,838,31.6,14.4,8.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021393,CBLT-APP-001NF,APP,CBLT,Silver,S,Paper,368,8.8,15.5,4.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021409,MOSA-APP-001NG,APP,MOSA,Blue,M,Steel,209,19,15.8,6.7,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021416,NOVW-CE-001NH,CE,NOVW,Pink,One-Size,Plastic,114,7.4,3.8,6.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021423,NTHR-APP-001NI,APP,NTHR,Gray,L,Leather,56,28.6,14.1,7.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021430,VOLT-CE-001NJ,CE,VOLT,Beige,One-Size,Steel,1628,17.4,13.4,7,9,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021447,CKMT-HNK-001NK,HNK,CKMT,Navy,One-Size,Plastic,311,12.3,7.1,8.4,8,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021454,STCR-HNK-001NL,HNK,STCR,Blue,One-Size,Paper,130,22.5,15.3,6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021461,ZNTH-CE-001NM,CE,ZNTH,Green,One-Size,Steel,515,10.4,9.9,6.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021478,CSNV-HNK-001NN,HNK,CSNV,Black,One-Size,Paper,235,19.6,13.7,9.8,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021485,GMFG-TOY-001NO,TOY,GMFG,White,One-Size,Rubber,161,28.5,13.8,3.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021492,NOVW-CE-001NP,CE,NOVW,Blue,One-Size,Polyester,402,27.5,11,11.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021508,GMFG-TOY-001NQ,TOY,GMFG,Gray,One-Size,Aluminum,289,13.4,17.4,6.3,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021515,NOVW-CE-001NR,CE,NOVW,Green,One-Size,Aluminum,122,16.6,7.6,12,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021522,GLOW-BPC-001NS,BPC,GLOW,Gray,One-Size,Rubber,260,24.2,14.2,9.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021539,ALMS-BPC-001NT,BPC,ALMS,Yellow,One-Size,Polyester,299,17.6,7.7,5.4,9,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021546,SWCR-SPT-001NU,SPT,SWCR,Purple,One-Size,Plastic,471,17.8,8.4,11.6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021553,AQPR-HNK-001NV,HNK,AQPR,White,One-Size,Cotton,196,28.3,2,4.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021560,WRMH-HNK-001NW,HNK,WRMH,Green,One-Size,Steel,623,21.9,14.7,6.5,17,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021577,ABLF-APP-001NX,APP,ABLF,Purple,S,Plastic,153,26.8,14.8,5.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021584,BTNQ-BPC-001NY,BPC,BTNQ,Gray,One-Size,Steel,184,14.6,9.7,3.2,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021591,AQPR-HNK-001NZ,HNK,AQPR,Beige,One-Size,Plastic,50,18.4,6.6,2.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021607,STCR-HNK-001O0,HNK,STCR,Silver,One-Size,Paper,112,23.6,14,7.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021614,HRBC-BPC-001O1,BPC,HRBC,Yellow,One-Size,Glass,184,18.4,5.8,7.9,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021621,PRLV-HNK-001O2,HNK,PRLV,Red,One-Size,Wood,114,30.7,10.7,6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021638,PRLV-HNK-001O3,HNK,PRLV,Navy,One-Size,Polyester,210,41.7,15.3,7.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021645,GRBK-GRC-001O4,GRCY,GRBK,White,One-Size,Polyester,1095,21.4,14.3,9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021652,NOVW-CE-001O5,CE,NOVW,Gray,One-Size,Paper,505,16.4,5.2,5.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021669,ECOT-CE-001O6,CE,ECOT,Pink,One-Size,Leather,1694,35.2,10.4,6.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021676,NTHR-APP-001O7,APP,NTHR,Pink,XXL,Steel,244,19.5,11.6,4.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021683,AQPR-HNK-001O8,HNK,AQPR,Navy,One-Size,Rubber,150,31.7,11.8,11.9,94,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021690,KDLN-TOY-001O9,TOY,KDLN,Black,One-Size,Paper,298,21.5,14.3,11.1,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021706,NTHR-APP-001OA,APP,NTHR,Green,XXL,Rubber,132,25,18.4,6.8,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021713,BYTM-CE-001OB,CE,BYTM,Beige,One-Size,Rubber,108,34.1,22.5,10.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021720,ALMS-BPC-001OC,BPC,ALMS,Yellow,One-Size,Steel,110,16.8,10.5,11,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021737,HRBC-BPC-001OD,BPC,HRBC,White,One-Size,Glass,306,22.3,6.1,9.9,33,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021744,DMLX-BPC-001OE,BPC,DMLX,Black,One-Size,Wood,376,21.9,9.8,9.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021751,DLHV-GRC-001OF,GRCY,DLHV,Blue,One-Size,Polyester,1921,35.8,13.5,7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021768,STAC-BKS-001OG,BKS,STAC,null,One-Size,Polyester,129,28.5,17,4.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021775,QLHS-BKS-001OH,BKS,QLHS,null,One-Size,Plastic,283,17.8,2.4,10.7,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021782,PRSD-SPT-001OI,SPT,PRSD,Beige,XXL,Paper,481,26.9,14.8,9.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021799,PRLV-HNK-001OJ,HNK,PRLV,Navy,One-Size,Rubber,126,17,6,5.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021805,AQPR-HNK-001OK,HNK,AQPR,Yellow,One-Size,Cotton,953,3,9.7,8.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021812,ALMS-BPC-001OL,BPC,ALMS,Yellow,One-Size,Glass,206,14,15.5,8.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021829,PRSD-SPT-001OM,SPT,PRSD,Black,M,Steel,141,30.1,9.9,4.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021836,CKMT-HNK-001ON,HNK,CKMT,White,One-Size,Wood,109,19.1,9.8,4.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021843,NOVW-CE-001OO,CE,NOVW,Pink,One-Size,Rubber,371,24.9,4.9,13.2,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021850,URTL-APP-001OP,APP,URTL,Yellow,XS,Steel,489,25.9,13.7,5.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021867,PGTR-BKS-001OQ,BKS,PGTR,null,One-Size,Leather,642,14.8,9.9,8.1,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021874,ECOT-CE-001OR,CE,ECOT,Blue,One-Size,Wood,161,16.8,20.9,7.1,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021881,GLOW-BPC-001OS,BPC,GLOW,Yellow,One-Size,Leather,124,25.1,16.4,13.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021898,RDMR-BKS-001OT,BKS,RDMR,null,One-Size,Wood,274,16.2,5.9,6.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021904,CBLT-APP-001OU,APP,CBLT,Beige,S,Polyester,378,35.9,26.8,11.7,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021911,PLCB-TOY-001OV,TOY,PLCB,Gray,One-Size,Wood,145,11,15.3,3.2,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021928,BLIN-BKS-001OW,BKS,BLIN,null,One-Size,Steel,289,15.1,16.9,10,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021935,SLKE-BPC-001OX,BPC,SLKE,Navy,One-Size,Plastic,339,8.5,11.1,14.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021942,QLHS-BKS-001OY,BKS,QLHS,null,One-Size,Rubber,326,23.8,11.9,6.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021959,PRLV-HNK-001OZ,HNK,PRLV,Green,One-Size,Rubber,237,17.3,8.7,9.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021966,ZNTH-CE-001P0,CE,ZNTH,White,One-Size,Polyester,592,28,12.7,11.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021973,ZNTH-CE-001P1,CE,ZNTH,Blue,One-Size,Rubber,601,34.2,3.5,8.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021980,ACME-CE-001P2,CE,ACME,Navy,One-Size,Glass,295,11.7,15.1,6.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000021997,CSNV-HNK-001P3,HNK,CSNV,Yellow,One-Size,Plastic,314,16.2,15.9,8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022000,URTL-APP-001P4,APP,URTL,Green,S,Paper,151,31.2,8.2,12.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022017,ZNTH-CE-001P5,CE,ZNTH,Silver,One-Size,Plastic,368,10.5,26.4,11.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022024,BYTM-CE-001P6,CE,BYTM,Navy,One-Size,Wood,147,24.9,7.2,9.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022031,FRMJ-GRC-001P7,GRCY,FRMJ,White,One-Size,Rubber,123,19.9,12.5,7.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022048,TRBZ-SPT-001P8,SPT,TRBZ,Purple,XXL,Steel,193,16.9,14.6,15.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022055,HPFN-TOY-001P9,TOY,HPFN,Green,One-Size,Cotton,209,18,2,6.4,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022062,COTC-APP-001PA,APP,COTC,Green,XS,Paper,283,36.3,17,9.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022079,ACME-CE-001PB,CE,ACME,Green,One-Size,Wood,352,19.3,12.9,5.6,35,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022086,STCR-HNK-001PC,HNK,STCR,Navy,One-Size,Aluminum,80,12,15.3,9.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022093,CSNV-HNK-001PD,HNK,CSNV,Yellow,One-Size,Cotton,247,29.5,4.8,8.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022109,NTHR-APP-001PE,APP,NTHR,Black,M,Polyester,362,25.1,4.2,5.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022116,GMFG-TOY-001PF,TOY,GMFG,Blue,One-Size,Wood,89,3,13.5,5.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022123,ACME-CE-001PG,CE,ACME,Gray,One-Size,Cotton,837,20.6,22.6,8.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022130,LFSP-BKS-001PH,BKS,LFSP,null,One-Size,Glass,358,31.9,3.7,6.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022147,ABLF-APP-001PI,APP,ABLF,Red,XL,Polyester,168,16.2,19.2,9.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022154,GRBK-GRC-001PJ,GRCY,GRBK,Yellow,One-Size,Glass,207,20,18.6,9.2,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022161,FRFL-GRC-001PK,GRCY,FRFL,White,One-Size,Cotton,258,24.8,11.7,7.7,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022178,PRLV-HNK-001PL,HNK,PRLV,Blue,One-Size,Glass,147,31.8,10.9,5.5,13,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022185,BYTM-CE-001PM,CE,BYTM,Navy,One-Size,Plastic,570,18.9,14.5,5.3,14,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022192,PLCB-TOY-001PN,TOY,PLCB,White,One-Size,Steel,115,13.5,15.8,8.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022208,GLOW-BPC-001PO,BPC,GLOW,Purple,One-Size,Aluminum,133,16.7,13.8,13.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022215,URTL-APP-001PP,APP,URTL,White,XL,Paper,445,3,21.1,7.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022222,NTHR-APP-001PQ,APP,NTHR,Yellow,One-Size,Aluminum,259,4.8,13.5,11.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022239,URTL-APP-001PR,APP,URTL,Gray,S,Wood,281,30.9,17.5,3.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022246,ALMS-BPC-001PS,BPC,ALMS,Blue,One-Size,Glass,801,20.2,11.4,8.9,20,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022253,ABLF-APP-001PT,APP,ABLF,White,L,Wood,377,27.1,10.4,6.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022260,CBLT-APP-001PU,APP,CBLT,Black,S,Paper,352,17.2,11.6,6.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022277,GRBK-GRC-001PV,GRCY,GRBK,Black,One-Size,Paper,1150,28.2,12.5,10.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022284,BTNQ-BPC-001PW,BPC,BTNQ,Green,One-Size,Leather,501,31.6,13.8,9,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022291,URTL-APP-001PX,APP,URTL,Gray,L,Rubber,197,18.6,11,9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022307,ABLF-APP-001PY,APP,ABLF,Purple,M,Aluminum,1291,19.7,6.5,3.1,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022314,ZNTH-CE-001PZ,CE,ZNTH,Purple,One-Size,Aluminum,303,13.2,12.8,5.2,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022321,CBLT-APP-001Q0,APP,CBLT,Pink,L,Rubber,451,19.2,17.9,5.3,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022338,DMLX-BPC-001Q1,BPC,DMLX,Silver,One-Size,Plastic,211,24.3,14.5,12.7,68,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022345,MOSA-APP-001Q2,APP,MOSA,White,S,Aluminum,99,22,12.7,9.6,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022352,ECOT-CE-001Q3,CE,ECOT,Black,One-Size,Steel,347,24.4,10.7,10.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022369,ARFT-SPT-001Q4,SPT,ARFT,Black,XXL,Aluminum,845,18.3,20.2,8.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022376,URTL-APP-001Q5,APP,URTL,Navy,M,Paper,231,20,8.2,6.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022383,URTL-APP-001Q6,APP,URTL,Beige,XL,Plastic,83,20,8.9,11.2,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022390,ABLF-APP-001Q7,APP,ABLF,Purple,M,Glass,138,26.5,8.2,9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022406,SKYL-CE-001Q8,CE,SKYL,Silver,One-Size,Plastic,317,23.1,12.2,4.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022413,CKMT-HNK-001Q9,HNK,CKMT,Pink,One-Size,Paper,1043,39.4,8.1,11.7,11,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022420,SWCR-SPT-001QA,SPT,SWCR,Red,One-Size,Paper,387,12.7,15.9,10.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022437,WRMH-HNK-001QB,HNK,WRMH,Yellow,One-Size,Aluminum,1030,15.2,18.3,6.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022444,COTC-APP-001QC,APP,COTC,Purple,XXL,Wood,219,23.9,11.6,4.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022451,HPFN-TOY-001QD,TOY,HPFN,Beige,One-Size,Wood,249,27,9.7,7.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022468,QLHS-BKS-001QE,BKS,QLHS,null,One-Size,Polyester,49,27.4,16.7,12,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022475,ABLF-APP-001QF,APP,ABLF,Gray,One-Size,Steel,94,23.9,6.1,8.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022482,FRMJ-GRC-001QG,GRCY,FRMJ,Gray,One-Size,Plastic,467,9.3,14.2,8.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022499,PGTR-BKS-001QH,BKS,PGTR,null,One-Size,Steel,314,4.7,11.9,8.3,12,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022505,GLOW-BPC-001QI,BPC,GLOW,Gray,One-Size,Polyester,264,27.3,17.6,4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000022512,PHTX-CE-001QJ,CE,PHTX,Navy,One-Size,Wood,125,24.3,15.4,7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
